osmid,closeness_centrality
79701,0.0016149141711999974
79698,0.0016862051588345452
25730558,0.0016551097440719615
79694,0.001614857252373201
1349701234,0.00159143314981505
79692,0.0015697142953849704
79693,0.001604135611549243
281698,0.0015013494487264999
79758,0.0015903347431702572
1263977810,0.0016438039906681468
646894,0.0017488943038799158
79771,0.0015419741673553754
1345277590,0.0017493910790491519
1345277306,0.0017506194241259298
103913,0.0018344910832399802
295867713,0.001880210307385516
649588,0.0017878258268708618
279253039,0.0018002558223063694
1751703516,0.0017566359583536875
3682753409,0.0016266537687694119
281690,0.001476708089045747
281705,0.0015123187584578325
79754,0.0015431061756177962
79773,0.001683848300704224
79710,0.00165024698070477
79712,0.0015824987946389518
35334461,0.0014164799009220093
3172166450,0.002205317907257711
3172166431,0.002205661660360152
275984,0.002045050532892426
1851603,0.002200995744514288
3172166434,0.0021983698771561163
261043,0.0020597044209748607
275931,0.0020526515225499625
103958,0.0016398678128378631
25730677,0.0016586711141718757
247093664,0.002190878014837074
1486464348,0.002175007855202469
3172166452,0.0021913743363208785
3172166480,0.002196459794186863
3536179736,0.0020525820178112428
275933,0.001993590581757478
23594581,0.0020857596629763864
79822,0.0020754031253278366
619507720,0.0021710025030805976
1851610,0.0021853396608969696
3536179745,0.0020478163893655177
619507871,0.0020425171850822683
1082613541,0.0020298115474988946
734,0.0022675079177379275
3257494953,0.002266186957980083
744,0.0022022693698029146
735,0.0022485005111761323
933016812,0.0022637289592415065
3257494932,0.0022518538945578343
1301139946,0.002198950685887879
30731641,0.0021632532842712623
1486491424,0.0022457348933176
8190057172,0.0022714923591875477
79262,0.0022068748063268136
933035455,0.0021917532592969
1301139925,0.0021581039135781816
80221,0.002049020454227511
1342611555,0.0022109819822111296
1028966,0.0022332451493224576
3165358474,0.0023059153555784542
13822942,0.002156450164910599
13822947,0.002160975167136404
21619069,0.002116122875057681
933035437,0.002188083208706672
1029111,0.0020416440109617593
619507552,0.002216466250433954
367235829,0.0023132687417167586
79324,0.002149190792425871
13822946,0.0021222790141287554
1486491397,0.0020885650076431987
21619072,0.0020669702531525263
6563299,0.002044041951959693
1241879916,0.0021111146243089803
1298644467,0.0021484977667839008
79265,0.0021872475592849563
5083357884,0.002019010836911093
80218,0.0020768027251839797
303796171,0.002215977104024713
79263,0.002311578609275742
1153328162,0.0023016379039771558
1302422796,0.0021432436419087744
29556654,0.0021457579817641655
6294294889,0.002116386522263084
1486491412,0.0020406380622676732
1298215490,0.0020495499609033355
1028652,0.0020637609117034883
1306436062,0.0020224993922273097
1300832790,0.0019083193778419898
1298644080,0.0021338300127167554
21619062,0.002136131260700232
933035445,0.002186404412413225
103998,0.002149276691739783
8633295780,0.0019941670075076905
299942235,0.002020189976347679
3165358573,0.002123920309497025
303796573,0.0023127115567065796
17867475,0.0022279263459919043
303795089,0.002316378788941708
1153328107,0.002316077889702793
3165358318,0.0022635050980213717
7716136,0.002120071762900973
29556653,0.002151329011034626
29556655,0.002114816290791303
6294294883,0.002086530853076286
1298215481,0.0020390749809934723
1298644260,0.001994822410061706
1306436098,0.0019508881681723424
6563257,0.0019742730861304547
8659461336,0.002083021078736644
746,0.0021604064163574183
21619026,0.002132185344284511
13822940,0.0021338332367220308
29147146,0.0021459087025645653
299942232,0.0019468372026370203
646369022,0.0021266581731998937
17867479,0.0022239542239645455
1486491558,0.0022144963387407796
2966089456,0.002221400389492242
1298215488,0.002037457514840122
1083428250,0.0020417598490167907
79951,0.0019773210584798856
6563265,0.001940729385977035
933016818,0.002159332481689439
1487921363,0.0021500120802747306
1487921320,0.002151452685385124
1486491452,0.0021267459328583797
3258737468,0.0021255863147015856
8206780489,0.002132176082547093
417618879,0.002124848355926869
16200170,0.0021487305418771805
3258486479,0.0021525305360474327
1024899,0.0021414239542125986
13822936,0.002041424332776424
426566,0.002149359326817871
1024898,0.002123508067236388
2204798629,0.001987633352056221
754,0.0021443115102908247
13823216,0.002116836582202086
426564,0.002128801702464031
1487921414,0.002118907474091723
1300809028,0.0021087579387959856
18104193,0.0019262088862805908
277841,0.002144267415760841
5083356366,0.0020854107199678603
25686434,0.002119344099893721
13823215,0.0020875503580895425
748,0.0021142139368873405
30053643,0.0020657755404792483
1985930133,0.0021177567200568776
1024891,0.002016528218117222
28830765,0.002083365286439072
277842,0.0021279577224780533
2010031700,0.0020352047983189306
28380989,0.0020961961173995456
612412479,0.0020771601557235783
13823217,0.0020850197162031758
13822938,0.002035834580933828
30053642,0.002036250257351891
103999,0.002105501382220123
1985930134,0.0020519600866947553
1298803393,0.001977625824416775
1024890,0.0019742341580911414
8745894099,0.0019503234460188973
28830775,0.0020411199265134607
28830825,0.0020759150935722374
277843,0.0021119442413753482
6292001615,0.002080365694027123
25686430,0.0020967362002757783
103997,0.001979661915568054
21616667,0.001982408652498112
277839,0.002076918354166526
28380990,0.002054324037794743
277859,0.002121319837309815
3258737467,0.002123984025793318
29147144,0.0021294493500058267
8206780492,0.002115448117363447
1300853769,0.0020833263046638657
13822924,0.002071607328785191
1298803443,0.0019193912619931113
1028789,0.001963143951936456
7961196302,0.0019009825971554452
7889536139,0.0019196684969048758
8002908079,0.0019414392727328846
7715969,0.0019940050392950946
13822922,0.0020617907634134817
13822910,0.002078625351635779
1944415065,0.002103063744757812
25686435,0.002064508769233496
1300977026,0.002071929962877772
277845,0.0020770745112332623
753,0.0020766874840838943
103996,0.002010006189247987
28830647,0.0019356015773002943
21616664,0.0019995808467714246
79274,0.00189751653894027
277789,0.002067611779555922
103995,0.002019393683324891
7716173,0.0020939143775211316
751,0.0021064937076427388
277791,0.0021066135485735137
752,0.002059099023572701
1347324566,0.0020954396941018846
1122427911,0.0020872175378233407
756,0.002074870980391286
759,0.002084800863486196
21616668,0.002046335716344148
277846,0.002049609710607662
41157164,0.002080034623099133
1347324641,0.002073721072124438
25686431,0.002060665853561594
3254073391,0.0020851784442138736
277792,0.0020888301250008355
28381107,0.0020484590066497596
79275,0.0019529959517534563
25686429,0.0020276257460712013
28380772,0.0020287083696441765
25686410,0.0020559814273873847
25686403,0.0020651510994426567
79283,0.002072456225036197
335913931,0.0020071763929719972
16939119,0.0020511685032227867
21616699,0.0020279585807330175
28380773,0.0020255095740428376
21614565,0.002042844247715541
16939120,0.0020823091428250648
3254073389,0.002085513532012621
28381108,0.0020011880101394822
21616663,0.0020470137886261295
3759333847,0.0019507961681994998
10027954442,0.001885461672250189
21616698,0.002036865998889356
16939121,0.002023135876600349
25686394,0.002030805720778455
1239355562,0.0020617167309513493
442589600,0.0019952784760075407
6266634503,0.0020079934304249062
28381813,0.002009701246206647
1024886,0.002038161863553766
21614590,0.00193703786313037
16939124,0.0020314436512284015
25453986,0.0020813803118454053
3759335211,0.0019123013692439567
3185943,0.001862800540968874
13822911,0.002058103113378293
7716258,0.002031428118438693
28381815,0.0019999911407096844
28380774,0.0020274285792850556
25686393,0.0020154453820009385
16940772,0.0020319672913242963
25686392,0.002055113179885048
442339200,0.0019708528991106535
33405880,0.001992436855463442
6266634502,0.001998794064307443
28381814,0.0019959776643008733
25453984,0.0020036848936898504
79282,0.0019901699605959665
6308943025,0.002001443399654771
3254073458,0.0019355371206339791
9343368962,0.002014618337635305
277804,0.00203205792507242
1308293971,0.001980126807007019
79367,0.0018701708522901354
7989272342,0.001873884574235021
3184639,0.0018322653530490815
9017488052,0.0017699030670234447
7716038,0.00204742071234582
7716252,0.0020040357070231865
25686409,0.0020266869302435386
28380775,0.002002508697884162
7716020,0.0020119010958721557
16940770,0.0020218534566755417
16940753,0.001990309211412289
28391186,0.0020290362410427783
79285,0.0020517289271905154
28830646,0.0019651873046095648
442339204,0.001956930506949574
33405882,0.0019325904806092881
33405870,0.0019862280606320923
277805,0.0019793904443843255
28830643,0.0019625547449980928
277809,0.0020286317861363456
28381810,0.0019315013925313936
335571976,0.00194701278925702
18102742,0.0019247127672619166
482599489,0.0019325459878976289
277803,0.00199283677316673
7161925,0.0019723375511227145
960925069,0.0018601028984186398
79372,0.0018979281632026434
5083352207,0.0018760048116940194
5083352198,0.0018394930235928913
13822912,0.0020671910580843346
7716011,0.0020278371518689395
25686408,0.002005667632105613
25686407,0.0019984454804440124
7716005,0.002033707157062424
16940769,0.0019893588553339544
16940754,0.0019782755993012174
16940775,0.0019737524780283526
28391174,0.0020495621714767195
28391301,0.0020073901633366653
277807,0.001935993901478497
28830645,0.0019538661104113435
28830644,0.0019573222456205266
13822913,0.0020121364438666725
1944415063,0.0021009943001163546
13822914,0.0020439888580682597
7715943,0.0019611481293610278
30254628,0.002020588434478889
277847,0.002088002316991745
860564862,0.002021263098628701
13822918,0.0019382721296352802
21616701,0.0020866080304957286
277848,0.0020800926160590765
13822916,0.0020001080648147738
275982,0.0018262507233843038
960925073,0.001825041543368898
275979,0.0018624080182443957
79381,0.001922491903009635
25318823,0.001893838652022482
9017466608,0.001872118145396009
275978,0.0018227396543912346
275970,0.0018461002299784385
1347436785,0.0019289588530079834
3759335303,0.0018929363293128192
8560544507,0.0019391742443783634
790151678,0.0018626771810220323
25447859,0.0019427570769019772
277793,0.0019601320989038828
2466648147,0.0019645705968959052
277797,0.0019232452986074706
25656493,0.0019594708626757464
7162463,0.0019622769913845758
670745,0.0017297116389780954
649590,0.0017957627038436962
360512,0.0018798475511842953
11265491646,0.0017779721596797508
286366798,0.0019433646202621732
649589,0.0017697419411627556
279253064,0.0017354090772042712
991,0.0017524799819774882
1426,0.0016195580957750794
3682753426,0.0016208768657040515
35677062,0.0019212499041850826
836483369,0.0019328296350340898
286366642,0.0019931766912800303
3680943858,0.0021157136538349137
283286483,0.0016573450188403815
8017510661,0.0018008128245889164
360496,0.001921934550830967
6143762483,0.00193810343526144
79761,0.0015596552017651609
360497,0.0019687616894971246
286366713,0.002019731624482574
286366712,0.0020769771380620226
649569,0.0015811434443740288
283286485,0.0016345387666319448
1010850076,0.0017972447414461373
649586,0.0018189402156055035
5236715910,0.0019180815101562376
6143762478,0.0019172382231106766
79722,0.0014408272688557
1232866554,0.0014935527821831362
35677069,0.0018420340570132366
771643432,0.00198167239703636
771643417,0.0019965778043584104
286366711,0.0021260934709491195
283286492,0.0015876986933876492
283286558,0.0016217799575349156
42261411,0.0017992503380180808
6143762588,0.0018998118944036657
773163301,0.001803394848889527
35677070,0.001829912146951232
1259,0.002295194759639339
3474119762,0.0022956567897502527
3474119797,0.0022988648357291862
296081231,0.0022959503759621283
296081229,0.0022087157853932305
3474119739,0.002280434557472685
3695772083,0.002285554634280469
3474119804,0.002297937131721911
3474119742,0.00229791227113417
3474119738,0.002299426599330795
1260,0.0022672057881235118
25389823,0.0022425237555602903
3474119794,0.0022947879946415527
3474119828,0.002281153852351348
25345501,0.0022510686032081923
16642745,0.002300125263207654
2454617845,0.002264520179892335
25343809,0.002231020410541861
2454617852,0.002282317406282453
25396617,0.002208173539007187
1024927,0.002258871200127996
1422947147,0.0022796191387422712
25389824,0.002229888237775478
25389826,0.002249630606920284
8187595296,0.0022432762147574
277527,0.0023023908550203966
25396481,0.002227835216505519
3695772084,0.0022330835834761704
277521,0.0022406863817751453
25343810,0.002228184915623081
1261,0.0022877577904580016
1088880073,0.002252726347883133
25447905,0.002276578238743956
1264,0.0022378323761258856
25389825,0.002241974774648998
25389827,0.0022585372762124237
1207958896,0.002242536374664087
1207959069,0.0022445831721338155
5820940,0.0023074114172338643
16642486,0.0022550618839729617
277518,0.0022348059458539775
25396480,0.002162798032065649
76459464,0.002257190162271901
277522,0.002216554438123867
3695772126,0.0022887387832194114
1386831991,0.002261586622716688
29556439,0.002080503765451
1266,0.002198736990420302
25389832,0.0022301785873479496
25389829,0.0022513779694271255
1207958874,0.0022194921944840205
6923031,0.0022434171890537125
16642485,0.0022536524735704225
297005938,0.0024073200058926797
5821307,0.0021827522381323537
2192639760,0.0021986849842612543
1599111273,0.0022187663667926965
1938102912,0.002179734976409394
1124931097,0.002303500904054981
1386831987,0.0022630087131057302
277538,0.002262781814091212
6923153,0.0022193342643734666
558570051,0.0022094872032917016
277525,0.0021780003086266583
9720282831,0.0021995527159539767
4934328016,0.0021161320534831603
1024933,0.0023666473654398736
1601804767,0.002259433814874862
9259335899,0.002140708147131107
1851633,0.002362724707504126
3474929648,0.0022637764487184408
11096490526,0.0021836579029841765
11096490535,0.002118887228659374
1381747899,0.0023995532339124784
80008,0.002329081884215155
1024931,0.0023724573147287497
1124990406,0.00220843069418015
3124508744,0.002359448318245519
619513230,0.0023678948482347886
1269,0.0022152428442070277
8691736,0.0021737136697179047
16647288,0.002174703786382252
412454892,0.0021610495960639395
3448949784,0.002220287999881813
6923251,0.002174268601806487
280922,0.0021853725868243756
6923598,0.0021884465966435862
2887659111,0.002130625650605505
412454428,0.002167071086652446
3448949721,0.0022248294145678664
2387753978,0.002143441321402773
3459801761,0.002185205060532566
280921,0.0021916448969784446
33739783,0.002170463339987865
3459807330,0.0021856341310495827
6923689,0.002126462678362632
6923843,0.001983969591959444
3459807393,0.0021663083023264287
3448949673,0.002224761225890718
10156118327,0.002224176167941093
2387753980,0.0021211029669376187
2387753979,0.002133353928443728
3459807304,0.002178282606930442
280925,0.0021775797079429692
33739781,0.0021392690989761594
33739784,0.00211746666474538
619507480,0.0021825561768208305
6923691,0.0020947796409652524
6923581,0.0021540425875939888
324596241,0.002113959879234022
3448949561,0.0022356818765792196
1273,0.002193959889644738
619507468,0.002175434928988597
277531,0.002168141756242274
280926,0.0021574092916342297
16647287,0.002179697321539031
6923590,0.0021416873344669613
1851624,0.002147866849587596
18302524,0.0021188837150286906
277539,0.0022372104554609718
647828,0.002246680296112037
280932,0.0021649067169192847
17862381,0.0021916920953275053
6923023,0.002253537588844396
277537,0.0022625238647700436
277532,0.0021704207966655193
277530,0.0021576472403806177
8690648,0.0021193556497414116
1288025533,0.0021754319307763933
412454893,0.0021792361844339713
6923777,0.0021371049595960588
619507463,0.002118965758557022
16646341,0.0021437157591545834
1610934447,0.0021046972332395275
6923343,0.002252286413330736
79484,0.0022776664313877374
25365803,0.00225296365613155
647827,0.002311863866644816
8086411,0.0021669734926134123
277533,0.002146826067673035
302687122,0.0021919428594566687
7993711235,0.002226032780516389
277536,0.002264261579356345
79485,0.0022737852290599975
79483,0.002284086707230893
25365802,0.0022795611704540027
647826,0.0023109215305861463
79466,0.0023517791096426734
302687124,0.0021919238203765143
8086409,0.00211579244914999
1286943201,0.0021226948652768316
302688274,0.002107323447363936
280945,0.0021484863558503147
3448949818,0.002195442767142258
277544,0.002203669817088429
7993719585,0.0021986906892047576
647836,0.00222807403105005
3448949791,0.002195768415169431
1852309,0.002176033561168707
8086408,0.0021173478691747104
17864141,0.0021057135866441117
1612254539,0.0021172634449829818
3448949811,0.002194905401683544
1153328083,0.002212069867785822
79261,0.0022292677609676926
8086406,0.0021078563097038146
17864153,0.002175515707463209
17864139,0.002106734946894897
7310604465,0.0021126642250876397
2952960348,0.0020937049256386023
3165358513,0.002200454274195772
1852307,0.0022150518737299382
17864148,0.002024830493737221
17864151,0.0021493419384923406
17864150,0.0021864705076066276
17864135,0.0021143435431332817
1610934293,0.0021146088023617764
619507493,0.00217543628112621
1153328104,0.002209658594847256
79264,0.0022877513538856887
292103635,0.0021210214284420837
17864136,0.0021320602046827637
17864144,0.002104854733756107
358363966,0.002126923834130643
582636,0.0022349255677016353
582637,0.0022438258958288174
647825,0.002312421971733958
647821,0.002344869387585118
79469,0.0023360366157880352
79462,0.002364823966990583
647823,0.00231370828580472
1286,0.00208682336783263
2727238325,0.0020749551596573766
1180720989,0.0021441474215662107
9723486800,0.002040287763122208
609753,0.0020686062843361026
783156,0.002075041592236625
1290,0.002149268772878431
25609057,0.0021669380855925255
1180721045,0.0020838809212566293
1288,0.002085693950321266
79302,0.002021882249826087
659875,0.002043591701538792
609755,0.0021334370963984727
659867,0.002163204745132234
659866,0.002183935922730291
1180721060,0.002096918183295132
25609055,0.002130699977409229
79303,0.002045969418548366
1287,0.0020445764699068853
25525132,0.002022455592111926
6308943035,0.0020282140017257337
25525185,0.002124062485587582
79301,0.002108254490731327
2729720782,0.0021621892364109677
2729720783,0.002157799173387106
660455,0.0021724456465687155
1276217026,0.0019821007514339278
1180721074,0.002120962863192604
25609054,0.002106448068040152
25525181,0.002127587714617766
1271971620,0.002124793336730983
1038066774,0.0021047069181257105
1271971410,0.0021289921097043286
660444,0.0021401795430987906
660457,0.002172385731322075
2689748205,0.0022354555819856046
25909924,0.0021826255902148792
2964491953,0.0021277497846058278
6269799939,0.0020920428330752296
276011,0.0021254845645419314
1038066976,0.002099835966556459
25339588,0.002123275572242281
2301203374,0.0021270955264001083
660445,0.0021321510084910573
1179215790,0.0021335487698943083
79423,0.0021771859434522316
25335250,0.002214637252627813
659884,0.002241284651868284
2689748120,0.0022369013651515122
1276217063,0.002217203703264502
2726958752,0.002096890927524452
1894342703,0.0021354462905686625
261048,0.002119456032704618
30255229,0.002091809947358818
1029840652,0.002073386078020676
25339587,0.0020991620841180553
4378666387,0.00212532676723819
2301203369,0.0021221004345101293
660448,0.0021317612505326665
660447,0.0020988322820074228
1179083198,0.00212753980691375
79435,0.0021532452300947478
6297056669,0.0021692984779864808
660904,0.0022031662227279232
1085457155,0.0022297257367948705
659890,0.002234032125762025
1078617619,0.0022376709544937572
1347094328,0.0020894781898686114
659307,0.002087937600198236
25417661,0.0020960981984895913
3241577182,0.002072096411188799
41174804,0.0020804191891525057
25665506,0.0020913757355176554
79408,0.0020443070993915236
3241577172,0.00208027865607986
3241577244,0.0020825668017096593
1239355577,0.002128259549352782
30984326,0.002095714961780999
3409238179,0.0021278369594532726
25339585,0.0021158022364161154
79745,0.0014078837845457734
79715,0.0014343495164435632
79744,0.0014002727154064836
79751,0.0014489151477015934
79740,0.0014386551676653359
281676,0.0014315061673335874
79718,0.0014723466267430013
281687,0.0014682501669522007
79709,0.0016461261120532652
998001243,0.0014925026620856974
647571,0.0015705985213450146
646961,0.001614411079131805
103966,0.001610380073800631
11132318010,0.0015713800608341797
79778,0.0016412625094094728
103962,0.00159087229723298
647569,0.0015282390157258278
8767969824,0.001535014881306767
35334467,0.0015859141198637317
79717,0.0014896873006870733
3458030338,0.0016300392742948009
35334445,0.0015019560422844921
11134649303,0.0014326054548170555
305931743,0.001504389687682846
79170,0.0016776219018761885
459812251,0.001788424906071599
459811091,0.0015799733818665418
459811166,0.001650781020386248
79805,0.001966458053032058
459812308,0.0017367329171124701
459810515,0.0016236612070830885
281721,0.0016270975929073403
459811643,0.0016799576338802837
79797,0.001926670819524222
79804,0.002008609389104524
459812309,0.0017223429306942077
1342671001,0.0017597073997388862
281726,0.0016864487611498499
459811460,0.001595087641707842
459811740,0.001649940303576116
79795,0.0018700335687835427
1342689231,0.0018706545027494658
79809,0.001973799130350943
79824,0.0021269703091382464
459812311,0.001697425061012255
8438336489,0.0016358905334565416
1342671117,0.001777222711553818
1342671007,0.0017847544499130128
459809048,0.0016984853349132894
23594553,0.0018648254250109083
444139324,0.0018526725634053262
23594578,0.001966938005209511
79823,0.0020877216538545337
80108,0.002138632567020771
1342671144,0.0018038842266437077
9834018145,0.0017482627493163412
1342671017,0.0017645441515632219
459809492,0.0017020245133748607
23594562,0.0018154609809090815
23594519,0.0018111727846857222
106534,0.0017769672044731803
1342671116,0.0018297490600016886
79810,0.0019532831222103956
1334786385,0.002163269503223593
1334786288,0.0020468924612899162
1342671109,0.0017436776798568602
1342671015,0.0017448980118444618
281727,0.0017045200457572209
33951564,0.001781410598180451
106536,0.0017391041614284062
7205133,0.0017324556907950838
444145800,0.001770185545804486
714082380,0.0017550744657681924
714040461,0.0018585573046190436
456214360,0.0016988690500858385
79814,0.0019297527611023845
79811,0.002005516680907567
386851125,0.002170288554346701
79245,0.0022009500702286308
280973,0.0021645148447162984
280980,0.0021379957891410166
301596823,0.0022395854393822525
280963,0.0021533698736929323
275998,0.0021519573044735023
389897126,0.002172703225968234
963591625,0.00221411761113256
1288249722,0.002253511850215379
801418298,0.002025361073889824
275999,0.0021481412753827723
3016808711,0.0021803034396862494
80095,0.002030796447913342
906897753,0.0022579206416361184
79247,0.002255488747810751
801418348,0.0020155389381959392
25447934,0.002136466425983713
3505575258,0.002176024208683485
80096,0.001995861371051189
8702049,0.002004267671412192
3474929667,0.0022671445545852163
3474929951,0.0022539636233129007
8994102,0.0020114769045368546
8994114,0.001945549076840615
8195218471,0.0019819652330442536
3016808725,0.002187373198844327
3016808718,0.002184163225211009
35334349,0.00192200829205166
5918780156,0.0019528703056979138
301596894,0.002267149087924623
79256,0.002248969691344993
3474929932,0.002254270313858555
8119710029,0.0019709290426031794
3458203828,0.002192508154473311
79249,0.0021798688446951647
619513262,0.002271507357482161
660456,0.002271504601370427
3016808726,0.0021911859677124445
3474929928,0.0022522379554045014
619513143,0.002190286086835918
3505575254,0.002187464971200988
3474929649,0.002266348564257066
1965658361,0.002266101985164967
1965658357,0.0022406426625669385
619513296,0.002246691519871433
3016808724,0.0021855504039784974
301596891,0.002244167557865975
4333884335,0.002175559744252759
619513299,0.0022588945892755645
619513301,0.002254302508897661
11096490536,0.0021072465502714505
11096490540,0.002098378850209573
79257,0.0022178861619543753
619507542,0.0022144414523650132
17867476,0.0022204144630360413
17864157,0.0021655658035210456
302689192,0.002148603223308148
292103638,0.0021317735570940545
292103636,0.0020829237400740025
17864142,0.002102838835745455
17864138,0.0021032823272546636
2966089458,0.002128977188924268
13823005,0.002119746130970454
13823200,0.002095713052223809
3497491385,0.0021535915491584165
29556652,0.0021130398755760537
1300278331,0.0020632206533295607
277854,0.0021304625784001386
13823170,0.0020120602514697617
426459,0.002113421541032803
854078669,0.0018974939519719384
426460,0.002156545311276995
277566,0.00214651225544801
29556656,0.0019983522641728577
13823207,0.001973830297654152
13823124,0.00204374537772248
79326,0.002189342584624698
1153328130,0.00229186558619484
1153328101,0.0023106259604007556
79482,0.002323561055836362
79470,0.002291002656974906
1153328144,0.0022663541791018184
3165358316,0.002258180076171325
3257494827,0.0023295904231023035
79481,0.002275324699881903
1468019423,0.002193796783606371
15844650,0.0022019993720958347
647785,0.0023078696457311475
3257494824,0.002323622356676338
16200151,0.0022619796676678922
15844632,0.00214618348645693
3165358149,0.0022690841793826695
1283339077,0.0021409785258695553
79490,0.002389422105563368
12630992,0.0023456179509206603
647797,0.002247987834298306
647780,0.00223721891126336
647799,0.002246138177869677
1486491425,0.002006489642935759
13822927,0.0020664128244772123
7716164,0.0020771485788339795
13823055,0.0020752533182925724
13822928,0.0020519400019930597
261044,0.0020830648463714954
277567,0.0021657602807225096
13823051,0.0021045934014523463
790318129,0.0019352847803514278
3172472931,0.0019381521039575614
3187170,0.001955730716022214
675815,0.0019614053481727184
3182320,0.0018115076837589442
275975,0.0018268687458130658
3181668,0.0018080121285655297
30254572,0.001882889468761689
1347436854,0.0019318857509101203
3759335301,0.0018923936222266372
79375,0.0018790566206071393
339650034,0.0019170709329799098
1308832571,0.0018990805955263368
2789673449,0.0019471231768929142
4565567632,0.0019496202693445356
28381807,0.0019129776062502062
18102723,0.0018032537020518376
21614593,0.0019306782623722712
25686406,0.0020049360729227656
28379365,0.0019565901884893507
16940755,0.001979041734851051
16940762,0.001959036833586795
79287,0.0020603534675093967
443726797,0.0020886862856049292
1347324638,0.0018995700377962012
28379369,0.001932701790953969
16940756,0.001983788547725806
16940765,0.001991762419783432
16940764,0.0019330944258315723
28380776,0.0019593044192103195
2885634683,0.0020664534568403015
13822923,0.0020927328792206745
16940777,0.0018710175026360974
7718401,0.0020007277472314164
16940766,0.002043297799253913
277806,0.001949010602098014
277808,0.0019268477220797443
16940758,0.0019618276142442373
28380777,0.001955729243099115
16941427,0.0020658671477307025
1239355546,0.0020813363459055412
7718414,0.0019842908397840367
7718397,0.0020370211393528734
33405805,0.002009645305702408
16941428,0.002079442677956639
30255627,0.0020513476801240185
8066162173,0.0020858195969605036
16940760,0.0019636284184899465
277813,0.0019698061126794133
7718406,0.0020153326618555876
325183793,0.002039673517281271
277850,0.0021210934100110066
30255582,0.0020761247490963283
1239355640,0.00208107608621508
79286,0.0021092306786105307
28381105,0.0019448643738478038
