distance,travel_time,policeCarNodeID,eventNodeID
1359.012,146.1,1240289480,662846
11991.974,715.1,1240289480,4077403178
8695.221,635.1,1240289480,4146803528
2425.24,214.8,1240289480,6314848142
2205.931,194.5,1240289480,6923153
3992.092,342.0,1240289480,10143435800
3298.383,262.6,1240289480,1762320662
5317.415,434.9,1240289480,791444951
9018.864,646.8,1240289480,262522418
6777.801,592.3,1240289480,10031759215
10152.956,824.0,1240289480,482509479
7090.085,549.4,1240289480,1437677695
2213.082,183.7,1240289480,25665506
7855.339,582.1,1240289480,25318027
552.263,47.4,1240289480,619513325
4904.414,429.1,1240289480,2638447049
8423.83,622.001,1240289480,288776960
1612.782,169.3,1240289480,12631021
3140.991,255.3,1240289480,21617722
5750.399,432.7,1240289480,824421724
4730.143,355.9,1240289480,820424111
2633.023,224.7,1240289480,270301113
3236.187,278.1,1240289480,25328783
2046.659,173.7,1240289480,79482
5945.788,482.1,1240289480,143769
2625.942,214.8,1240289480,6465195
7885.94,580.5,1240289480,3429214611
365.975,31.2,1240289480,1210530772
7643.164,627.9,1240289480,349291158
8796.711,727.7,1240289480,1628777492
2685.504,239.0,1240289480,6923581
11761.894,723.9,1240289480,3627537290
5314.503,369.3,1240289480,25313773
5970.797,527.9,1240289480,1340506843
6696.566,534.9,1240289480,3577385917
6624.802,557.9,1240289480,6354983
5140.888,462.2,1240289480,6779180777
2131.507,179.8,1240289480,79470
3807.675,337.9,1240289480,280980
4364.539,365.7,1240289480,573953
2973.718,251.5,1240289480,1894342644
2673.771,232.7,1240289480,8566868659
487.665,58.4,1240289480,659970
653.852,55.9,1240289480,106172
4319.804,369.8,1240289480,675802
5712.627,495.6,1240289480,33407696
5775.089,449.9,1240289480,109242
4611.926,332.7,1240289480,6240096381
6809.551,532.4,1240289480,191905
5189.352,377.2,1240289480,7328888008
5766.461,482.3,1240289480,106696
6917.244,561.3,1240289480,25318285
5904.335,457.4,1240289480,2590189807
8486.446,511.1,1240289480,103779
6848.808,425.4,1240289480,618613099
1008.64,80.3,1240289480,662808
9491.185,709.6,1240289480,1767953683
2055.436,178.5,1240289480,277537
1494.95,159.1,1240289480,682976
7013.983,476.7,1240289480,2551366881
1488.517,148.0,1240289480,7141675484
8851.602,555.0,1240289480,469133320
7404.109,559.0,1240289480,3185370443
7059.225,579.6,1240289480,313966879
3278.339,285.9,1240289480,3474929649
7702.122,670.4,1240289480,5821809
1323.187,142.7,1240289480,1638466390
4801.19,423.0,1240289480,79859
957.942,95.0,1240289480,660490
4068.215,340.8,1240289480,6557955
5718.858,534.9,1240289480,6679777514
1224.903,122.9,1240289480,280721
5550.853,394.0,1240289480,2498504682
9377.372,766.0,1240289480,482494058
7180.803,568.2,1240289480,191822
6546.765,508.7,1240289480,1718584417
7477.744,453.3,1240289480,283383165
3425.773,299.7,1240289480,1965658357
1093.054,88.1,1240289480,25335054
2534.96,219.4,1240289480,17864157
13634.148,756.8,1240289480,10527185
4437.971,308.5,1240289480,1330238385
3087.227,247.4,1240289480,1762320624
4064.495,378.0,1240289480,643579
10904.901,687.4,1240289480,9021421240
3186.355,283.1,1240289480,619513136
4659.705,353.4,1240289480,5645242180
3746.12,283.6,1240289480,619013983
6469.563,577.3,1240289480,1326587305
3098.822,277.2,1240289480,16940756
2384.651,196.7,1240289480,79600
1091.099,92.8,1240289480,8063850424
1845.827,157.1,1240289480,2729720782
7169.194,586.1,1240289480,2621209111
6045.586,447.2,1240289480,2305536211
4021.539,333.1,1240289480,771643432
1065.523,98.9,1240289480,1298602559
1957.236,179.3,1240289480,310366
1604.489,147.9,1240289480,3165358152
7636.996,541.9,1240289480,26282969
8939.761,710.5,1240289480,7842864
6751.117,555.3,1240289480,3760880486
7241.625,604.5,1240289480,36460759
4140.496,308.2,1240289480,25447934
3578.062,311.7,1240289480,17975629
7688.55,639.6,1240289480,963550894
5440.394,487.1,1240289480,6313104025
5765.122,494.8,1240289480,25318404
2095.05,190.9,1240289480,858406105
2836.439,223.3,1240289480,4349415829
12052.972,744.1,1240289480,6110619094
10497.968,633.3,1240289480,1308812093
8959.495,652.4,1240289480,6910302192
3405.045,303.0,1240289480,1486491425
8836.653,586.7,1240289480,935331231
3390.087,318.8,1240289480,21616698
9993.472,651.499,1240289480,865043631
9078.347,715.1,1240289480,482509242
7228.263,467.6,1240289480,257657733
6433.157,542.4,1240289480,1455170103
4963.98,361.4,1240289480,33245542
12975.096,825.0,1240289480,5464922202
2188.122,207.0,1240289480,1200708002
2285.48,197.4,1240289480,106339
8772.459,563.6,1240289480,290184807
4151.808,350.1,1240289480,8718097673
13670.79,753.2,1240289480,10527488
3798.052,338.6,1240289480,7113036473
1098.925,86.8,1240289480,662809
6706.089,546.2,1240289480,2309361061
10127.195,601.5,1240289480,1374829536
2149.027,179.2,1240289480,10171785375
4683.809,325.0,1240289480,21298058
7658.293,496.1,1240289480,650642
7473.485,588.1,1240289480,5628342582
2340.615,184.8,1240289480,2140424914
3221.569,259.8,1240289480,1024931
946.904,101.0,1240289480,79318
10554.599,779.9,1240289480,6342111778
5695.113,477.9,1240289480,2293040241
9648.077,710.5,1240289480,35878936
11915.308,1039.1,1240289480,1188814413
3256.798,253.0,1240289480,1085973854
3093.537,244.1,1240289480,2305536186
6022.338,524.5,1240289480,5854161
6181.844,512.1,1240289480,6898251648
3303.42,279.6,1240289480,3165358594
7561.558,484.8,1240289480,650637
8979.526,551.2,1240289480,84322354
4303.987,332.9,1240289480,16263628
8283.432,649.3,1240289480,3586409655
7192.949,553.9,1240289480,6961402624
7886.602,636.5,1240289480,1683116521
6615.236,552.4,1240289480,79745
8056.185,616.1,1240289480,5622293313
687.482,61.8,1240289480,25335259
3663.427,291.7,1240289480,35677053
3583.514,325.4,1240289480,21616668
1137.638,91.3,1240289480,1133937499
5449.469,440.1,1240289480,109287
7480.133,496.8,1240289480,3516220336
7351.818,476.9,1240289480,6076862760
6318.3,396.1,1240289480,452626365
2416.771,190.3,1240289480,6781309637
1378.643,125.6,1240289480,12534271
2259.41,202.4,1240289480,7993719585
4648.752,373.7,1240289480,30688493
5775.217,435.1,1240289480,1028811498
1761.531,146.2,1240289480,1485390121
4054.378,334.5,1240289480,25554680
6654.001,491.8,1240289480,7190328
3379.389,281.0,1240289480,1890042058
2665.498,217.2,1240289480,974588761
3831.074,331.6,1240289480,28381107
7031.284,465.7,1240289480,615943676
8957.3,567.5,1240289480,1258855228
3520.651,271.2,1240289480,1288325571
7403.981,557.5,1240289480,1075385900
10811.596,705.7,1240289480,33363241
6734.882,501.2,1240289480,158651
1536.449,140.9,1240289480,662845
7713.105,495.3,1240289480,257686128
7835.293,566.0,1240289480,262181978
9733.058,784.1,1240289480,482487858
10918.81,689.0,1240289480,9021421239
3726.057,293.5,1240289480,980255855
2386.145,197.1,1240289480,1200648800
1288.949,118.0,1240289480,660505
3856.807,324.5,1240289480,504674415
7172.773,551.5,1240289480,6961402622
883.892,93.5,1240289480,25335244
8444.491,572.6,1240289480,482592849
8640.687,533.4,1240289480,1330223951
2004.915,181.2,1240289480,30465464
1635.958,145.0,1240289480,647825
9328.806,583.6,1240289480,6087222828
8700.995,688.0,1240289480,446762390
2021.554,163.3,1240289480,79511
2866.376,216.5,1240289480,743184422
6755.602,487.9,1240289480,6608850054
5247.862,446.3,1240289480,1342671144
10787.227,702.8,1240289480,32957192
4902.54,366.2,1240289480,6900006530
2199.008,195.6,1240289480,79408
6089.388,498.9,1240289480,6944304406
6272.878,486.5,1240289480,1434898295
5265.166,402.4,1240289480,649565
5821.456,513.6,1240289480,281705
3127.332,279.8,1240289480,16940755
9178.803,562.799,1240289480,8189057352
10347.832,611.9,1240289480,255927268
2540.871,207.2,1240289480,3205247780
8442.013,589.8,1240289480,2324660673
9683.605,615.299,1240289480,291339493
5179.914,460.0,1240289480,283286492
4989.581,352.4,1240289480,25313711
11358.826,841.5,1240289480,2228889682
4463.003,364.7,1240289480,28830609
8567.854,708.5,1240289480,1801655728
8786.651,609.9,1240289480,8060089223
3237.817,309.7,1240289480,13822918
7447.121,513.7,1240289480,10529295
5284.524,440.2,1240289480,5630226088
3008.895,266.3,1240289480,325183789
3206.2,284.3,1240289480,16940770
8010.967,569.3,1240289480,3185370296
3611.825,316.0,1240289480,25686431
6067.335,461.9,1240289480,9279998221
8978.961,688.8,1240289480,32545745
8576.71,712.5,1240289480,1808445113
4881.596,396.7,1240289480,2420626
8645.603,507.199,1240289480,25680766
7697.616,500.8,1240289480,650386
11843.269,1030.4,1240289480,5806514479
11918.809,719.6,1240289480,1857957636
4830.341,418.4,1240289480,960925073
5873.517,455.2,1240289480,605058186
5624.594,456.6,1240289480,106700
8985.22,658.8,1240289480,1695268658
8694.83,511.599,1240289480,25680776
977.121,101.1,1240289480,48170050
8420.6,503.2,1240289480,87208497
8828.713,524.9,1240289480,21299243
4127.944,347.3,1240289480,675804
8225.351,591.1,1240289480,6916833968
3707.72,288.0,1240289480,8046278453
5823.576,370.4,1240289480,3214834919
2936.804,248.8,1240289480,59842804
8609.589,589.8,1240289480,487434569
8464.512,504.9,1240289480,1330276321
4572.124,384.4,1240289480,36994365
7299.421,582.2,1240289480,3190451926
6962.611,463.0,1240289480,87809110
2026.522,199.0,1240289480,5169532797
1898.108,164.0,1240289480,660457
11883.981,784.9,1240289480,931678429
9073.438,644.5,1240289480,35878957
10798.466,803.6,1240289480,267355253
3900.579,347.4,1240289480,80204
3659.088,330.4,1240289480,1028906
5818.072,494.2,1240289480,2287778650
2691.831,241.8,1240289480,1240039172
1121.645,99.6,1240289480,1494040920
5592.702,463.2,1240289480,79700
4941.298,435.6,1240289480,7205053
1721.666,179.1,1240289480,3441502758
2678.041,231.3,1240289480,3474119828
3346.025,266.5,1240289480,1762320772
4454.926,361.1,1240289480,796136327
1385.246,150.0,1240289480,2043681239
4438.941,375.7,1240289480,36994226
12222.239,935.7,1240289480,296915114
5351.802,427.7,1240289480,11080728318
2807.747,215.9,1240289480,463802622
6936.608,580.4,1240289480,1098705
3382.837,268.9,1240289480,1571703936
2282.806,226.3,1240289480,3475213465
6432.269,524.0,1240289480,1093760
1490.758,139.2,1240289480,1894342703
656.734,63.3,1240289480,106136
3800.436,326.7,1240289480,80205
5106.013,445.5,1240289480,7869557841
3323.538,290.0,1240289480,660456
8402.623,569.2,1240289480,1661424427
4644.12,377.1,1240289480,1263977745
7988.178,655.4,1240289480,1807979687
6446.758,544.2,1240289480,5855600
7507.778,518.1,1240289480,10529291
2869.554,231.4,1240289480,29586311
3823.219,309.6,1240289480,286366712
3209.883,270.4,1240289480,277837
5384.74,478.2,1240289480,25318828
13316.921,868.5,1240289480,252036718
5845.658,471.7,1240289480,6898619809
3207.1,257.3,1240289480,4495143666
5954.334,456.6,1240289480,25705902
6551.907,585.5,1240289480,7857123
3641.601,326.7,1240289480,894488217
5987.034,443.7,1240289480,26428726
5949.711,472.9,1240289480,109306
4384.081,333.4,1240289480,932589466
5168.713,455.2,1240289480,6314033138
3259.414,243.0,1240289480,2613724202
3119.155,286.8,1240289480,1944415063
7290.383,581.1,1240289480,191805
10556.333,824.7,1240289480,2810293714
3317.167,311.8,1240289480,7716258
2454.784,217.3,1240289480,6468686
4557.574,325.1,1240289480,946203089
3111.102,292.8,1240289480,8007201230
2776.743,226.3,1240289480,2503188271
10754.474,663.9,1240289480,256089786
4821.895,375.3,1240289480,621515190
8804.187,518.699,1240289480,3522599374
6606.995,512.0,1240289480,6051056991
7109.483,560.9,1240289480,1347991922
4374.086,302.8,1240289480,1256763249
7860.249,658.1,1240289480,5828470
7731.868,612.6,1240289480,1256285768
8523.886,555.1,1240289480,1257749066
9183.435,656.499,1240289480,1667215912
6081.763,564.2,1240289480,7463979945
8169.197,588.8,1240289480,6925165375
